"sample_number","data_de_recepcao","programa","matriz","subgrupo","produto","rg","area_analitica","status","objetivo_da_amostra","motivo_de_rejeicao","liberada","data_da_liberacao","latente","descartada","data_do_descarte"
60531,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01544/21-PE","FEC","A","FISCALIZACAO",,"T",24/3/2021,"F",,
60532,22/1/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","01545/21-PE","MIC","A","FISCALIZACAO",,"T",5/2/2021,"F",,
60533,22/1/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","01546/21-PE","MIC","A","FISCALIZACAO",,"T",4/2/2021,"F",,
60534,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01547/21-PE","FEC","A","FISCALIZACAO",,"T",23/3/2021,"F",,
60535,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01548/21-PE","FEC","A","FISCALIZACAO",,"T",23/3/2021,"F",,
60536,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01549/21-PE","FEC","A","FISCALIZACAO",,"T",23/3/2021,"F",,
60537,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01550/21-PE","FEC","A","FISCALIZACAO",,"T",23/3/2021,"F",,
60538,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01551/21-PE","FEC","A","FISCALIZACAO",,"T",23/3/2021,"F",,
60539,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01552/21-PE","FEC","A","FISCALIZACAO",,"T",23/3/2021,"F",,
60540,22/1/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_002","CARNE CONGELADA DE FRANGO COM OSSO","01553/21-PE","POA","A","FISCALIZACAO",,"T",9/2/2021,"F",,
60541,22/1/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_002","CARNE CONGELADA DE FRANGO COM OSSO","01554/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
60543,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01556/21-PE","FEC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
60544,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01557/21-PE","FEC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
60545,22/1/2021,,"FERTILIZANTE","FEC_001_003","FERTILIZANTE ORGANOMINERAL DE APLICAÇÃO VIA SOLO","01558/21-PE","FEC","A","FISCALIZACAO",,"T",23/3/2021,"F",,
60546,22/1/2021,,"FERTILIZANTE","FEC_001_003","FERTILIZANTE ORGANOMINERAL DE APLICAÇÃO VIA FOLIAR, FERTIRRIGAÇÃO, HIDROPONIA E  SEMENTES","01559/21-PE","FEC","A","FISCALIZACAO",,"T",23/3/2021,"F",,
60547,22/1/2021,,"FERTILIZANTE","FEC_001_003","FERTILIZANTE ORGANOMINERAL DE APLICAÇÃO VIA FOLIAR, FERTIRRIGAÇÃO, HIDROPONIA E  SEMENTES","01560/21-PE","FEC","A","FISCALIZACAO",,"T",23/3/2021,"F",,
60548,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA FOLIAR, FERTIRRIGAÇÃO, HIDROPONIA E  SEMENTES","01561/21-PE","FEC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
60549,22/1/2021,,"FERTILIZANTE","FEC_001_003","FERTILIZANTE ORGANOMINERAL DE APLICAÇÃO VIA FOLIAR, FERTIRRIGAÇÃO, HIDROPONIA E  SEMENTES","01562/21-PE","FEC","A","FISCALIZACAO",,"T",31/3/2021,"F",,
60695,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01708/21-PE","FEC","R","FISCALIZACAO","R07","T",25/3/2021,"F",,
60695,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01708/21-PE","FEC","R","FISCALIZACAO","R07.05","T",25/3/2021,"F",,
60729,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01742/21-PE","FEC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
60730,22/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01743/21-PE","FEC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
60731,22/1/2021,,"FERTILIZANTE","FEC_001_002","FERTILIZANTE ORGÂNICO DE APLICAÇÃO VIA SOLO","01744/21-PE","FEC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
60732,22/1/2021,,"FERTILIZANTE","FEC_001_002","FERTILIZANTE ORGÂNICO DE APLICAÇÃO VIA SOLO","01745/21-PE","FEC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
60738,22/1/2021,,"FERTILIZANTE","FEC_001_002","FERTILIZANTE ORGÂNICO DE APLICAÇÃO VIA SOLO","01751/21-PE","FEC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
60749,25/1/2021,,"BEBIDA ALCOÓLICA","BEV_002_004","VINHO DE MESA - TINTO SECO","01754/21-PE","BEV","A","LIBERACAO",,"T",29/1/2021,"F",,
60757,25/1/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_013","LEITE UHT INTEGRAL","01756/21-PE","MIC","A","FISCALIZACAO",,"T",8/2/2021,"F",,
60758,25/1/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","01757/21-PE","MIC","A","FISCALIZACAO",,"T",29/1/2021,"F",,
60759,25/1/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","01758/21-PE","POA","A","FISCALIZACAO",,"T",24/2/2021,"F",,
60760,25/1/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","01759/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
60898,26/1/2021,,"BEBIDA ALCOÓLICA","BEV_002_004","CERVEJA","01897/21-PE","BEV","A","FISCALIZACAO",,"T",29/1/2021,"F",,
60899,26/1/2021,,"BEBIDA ALCOÓLICA","BEV_002_004","CERVEJA","01898/21-PE","BEV","A","FISCALIZACAO",,"T",29/1/2021,"F",,
60900,26/1/2021,,"BEBIDA ALCOÓLICA","BEV_002_004","CERVEJA","01899/21-PE","BEV","A","FISCALIZACAO",,"T",29/1/2021,"F",,
60901,26/1/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","01900/21-PE","MIC","R","FISCALIZACAO","R06.02","T",27/1/2021,"F",,
60902,26/1/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE RESFRIADA DE BOVINO SEM OSSO","01901/21-PE","MIC","R","FISCALIZACAO","R01.01","T",27/1/2021,"F",,
60903,26/1/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","01902/21-PE","MIC","A","FISCALIZACAO",,"T",8/2/2021,"F",,
60910,26/1/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","01903/21-PE","MIC","A","FISCALIZACAO",,"T",8/2/2021,"F",,
60917,27/1/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","01904/21-PE","MIC","A","FISCALIZACAO",,"T",29/1/2021,"F",,
60918,27/1/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","01905/21-PE","MIC","A","FISCALIZACAO",,"T",29/1/2021,"F",,
60919,27/1/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","01906/21-PE","MIC","A","FISCALIZACAO",,"T",18/2/2021,"F",,
60920,27/1/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","01907/21-PE","MIC","A","FISCALIZACAO",,"T",18/2/2021,"F",,
60935,28/1/2021,,"BEBIDA ALCOÓLICA","BEV_002_004","VINHO DE MESA - TINTO SECO","01920/21-PE","BEV","A","LIBERACAO",,"T",29/1/2021,"F",,
60945,28/1/2021,"PROGRAMA NACIONAL DE CONTROLE DE RESÍDUOS E CONTAMINANTES - ÁREA ANIMAL","PESCADOS","PESCADODECAPTURA","Músculo","01922/21-PE","RCI","A","FISCALIZACAO",,"T",17/6/2021,"F",,
60960,28/1/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","01936/21-PE","MIC","A","FISCALIZACAO",,"T",18/2/2021,"F",,
60961,28/1/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","01937/21-PE","MIC","A","FISCALIZACAO",,"T",18/2/2021,"F",,
60962,28/1/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","01938/21-PE","MIC","A","FISCALIZACAO",,"T",18/2/2021,"F",,
60964,28/1/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","MIC_005_002","CAMARÃO CONGELADO","01939/21-PE","MIC","R","FISCALIZACAO","R01.21","T",29/1/2021,"F",,
60965,28/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01940/21-PE","FEC","A","FISCALIZACAO",,"T",26/2/2021,"F",,
60966,28/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01941/21-PE","FEC","A","FISCALIZACAO",,"T",26/2/2021,"F",,
60967,28/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01942/21-PE","FEC","A","FISCALIZACAO",,"T",26/2/2021,"F",,
60968,28/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01943/21-PE","FEC","A","FISCALIZACAO",,"T",26/2/2021,"F",,
60970,28/1/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","01944/21-PE","FEC","A","PERICIAL",,"T",13/7/2021,"F","T","14/07/2021 17:03:26"
60985,28/1/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","CAMARÃO CONGELADO","01945/21-PE","POA","R","FISCALIZACAO","R01.21","T",29/1/2021,"F",,
60986,28/1/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","CAMARÃO CONGELADO","01946/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
60987,28/1/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","CAMARÃO CONGELADO","01947/21-PE","POA","R","FISCALIZACAO","R01.21","T",29/1/2021,"F",,
60988,28/1/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","CAMARÃO CONGELADO","01948/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
61012,29/1/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","01966/21-PE","MIC","A","FISCALIZACAO",,"T",18/2/2021,"F",,
61013,29/1/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","01967/21-PE","MIC","A","FISCALIZACAO",,"T",4/2/2021,"F",,
61024,1/2/2021,,"BEBIDA ALCOÓLICA","BEV_002_004","VINHO DE MESA - TINTO SECO","01978/21-PE","BEV","A","LIBERACAO",,"T",5/2/2021,"F",,
61025,1/2/2021,,"BEBIDA ALCOÓLICA","BEV_002_004","VINHO DE MESA - BRANCO SECO","01979/21-PE","BEV","A","LIBERACAO",,"T",5/2/2021,"F",,
61510,1/2/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","02462/21-PE","FEC","A","PERICIAL",,"F",,"F",,
61511,1/2/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","LEITE","MIC_002_017","QUEIJO RALADO (3)","02463/21-PE","MIC","A","FISCALIZACAO",,"T",8/2/2021,"F",,
61512,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02464/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61513,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02465/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61514,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02466/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61515,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02467/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61516,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02468/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61517,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02469/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61518,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02470/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61519,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02471/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61520,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02472/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61521,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02473/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61522,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02474/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61523,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02475/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61524,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02476/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61525,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02477/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61526,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02478/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61527,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02479/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61528,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02480/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61529,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02481/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61530,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02482/21-PE","LASO","A","IMPORTACAO",,"T",9/3/2021,"F",,
61531,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02483/21-PE","LASO","A","IMPORTACAO",,"T",3/3/2021,"F",,
61532,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02484/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61533,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02485/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61534,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02486/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61535,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02487/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61536,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02488/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61537,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02489/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61538,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02490/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61539,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02491/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61540,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02492/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61541,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02493/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61542,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02494/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61543,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02495/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61544,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02496/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61545,1/2/2021,,"FORRAGEIRAS","NAO_APLICAVEL","Azevém (Lolium multiflorum)","02497/21-PE","LASO","A","IMPORTACAO",,"T",16/3/2021,"F",,
61546,1/2/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_009","BEBIDA LACTEA FERMENTADA COM ADIÇÃO","02498/21-PE","MIC","A","FISCALIZACAO",,"T",8/2/2021,"F",,
61547,1/2/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_009","BEBIDA LACTEA FERMENTADA COM ADIÇÃO","02499/21-PE","MIC","A","FISCALIZACAO",,"T",8/2/2021,"F",,
61548,1/2/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","LEITE","MIC_002_014","QUEIJO PRATO","02500/21-PE","MIC","A","FISCALIZACAO",,"T",8/2/2021,"F",,
61549,1/2/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","02501/21-PE","MIC","R","FISCALIZACAO","R01.21","T",1/2/2021,"F",,
61557,2/2/2021,"Amostras para ensaios de contraprova","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","02508/21-PE","POA","A","PERICIACONTRAPROVA",,"T",2/2/2021,"F",,
61558,1/2/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_012","BEBIDA LÁCTEA FERMENTADA COM ADIÇÃO","02509/21-PE","POA","A","FISCALIZACAO",,"T",23/2/2021,"F",,
61559,1/2/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_012","BEBIDA LÁCTEA FERMENTADA COM ADIÇÃO","02510/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
61560,1/2/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_012","BEBIDA LÁCTEA FERMENTADA COM ADIÇÃO","02511/21-PE","POA","A","FISCALIZACAO",,"T",23/2/2021,"F",,
61561,1/2/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_012","BEBIDA LÁCTEA FERMENTADA COM ADIÇÃO","02512/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
61568,2/2/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","02513/21-PE","MIC","A","FISCALIZACAO",,"T",18/2/2021,"F",,
61580,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02514/21-PE","BEV","R","FISCALIZACAO","R01","T",5/2/2021,"F",,
61580,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02514/21-PE","BEV","R","FISCALIZACAO","R01.01","T",5/2/2021,"F",,
61580,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02514/21-PE","BEV","R","FISCALIZACAO","R01.10","T",5/2/2021,"F",,
61580,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02514/21-PE","BEV","R","FISCALIZACAO","R01.21","T",5/2/2021,"F",,
61580,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02514/21-PE","BEV","R","FISCALIZACAO","R01.23","T",5/2/2021,"F",,
61580,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02514/21-PE","BEV","R","FISCALIZACAO","R07","T",5/2/2021,"F",,
61580,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02514/21-PE","BEV","R","FISCALIZACAO","R07.05","T",5/2/2021,"F",,
61581,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02515/21-PE","BEV","R","PERICIADESEMPATE","R01","T",5/2/2021,"T",,
61581,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02515/21-PE","BEV","R","PERICIADESEMPATE","R01.01","T",5/2/2021,"T",,
61581,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02515/21-PE","BEV","R","PERICIADESEMPATE","R01.21","T",5/2/2021,"T",,
61581,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02515/21-PE","BEV","R","PERICIADESEMPATE","R01.23","T",5/2/2021,"T",,
61581,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02515/21-PE","BEV","R","PERICIADESEMPATE","R07","T",5/2/2021,"T",,
61581,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02515/21-PE","BEV","R","PERICIADESEMPATE","R07.05","T",5/2/2021,"T",,
61582,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02516/21-PE","BEV","R","PERICIACONTRAPROVA","R01","T",5/2/2021,"T",,
61582,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02516/21-PE","BEV","R","PERICIACONTRAPROVA","R01.01","T",5/2/2021,"T",,
61582,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02516/21-PE","BEV","R","PERICIACONTRAPROVA","R01.21","T",5/2/2021,"T",,
61582,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02516/21-PE","BEV","R","PERICIACONTRAPROVA","R01.23","T",5/2/2021,"T",,
61582,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02516/21-PE","BEV","R","PERICIACONTRAPROVA","R07","T",5/2/2021,"T",,
61582,2/2/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","02516/21-PE","BEV","R","PERICIACONTRAPROVA","R07.05","T",5/2/2021,"T",,
61595,3/2/2021,"Amostras para ensaios de contraprova","LÁCTEOS","POA_003_014","DOCE DE LEITE PARA CONFEITARIA","02529/21-PE","POA","A","PERICIACONTRAPROVA",,"T",4/2/2021,"F",,
61621,3/2/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","02553/21-PE","MIC","A","FISCALIZACAO",,"T",18/2/2021,"F",,
61622,3/2/2021,"PROGRAMA NACIONAL DE CONTROLE DE RESÍDUOS E CONTAMINANTES - ÁREA ANIMAL","PESCADOS","PESCADODECAPTURA","Músculo","02554/21-PE","RCI","A","FISCALIZACAO",,"T",17/6/2021,"F",,
61628,3/2/2021,"PROGRAMA NACIONAL DE CONTROLE DE RESÍDUOS E CONTAMINANTES - ÁREA ANIMAL","PESCADOS","PESCADODECAPTURA","Músculo","02560/21-PE","RCI","A","FISCALIZACAO",,"T",17/6/2021,"F",,
61629,3/2/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","02561/21-PE","MIC","A","FISCALIZACAO",,"T",18/2/2021,"F",,
61639,3/2/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","02569/21-PE","MIC","A","FISCALIZACAO",,"T",18/2/2021,"F",,
61645,3/2/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","02575/21-PE","MIC","A","FISCALIZACAO",,"T",2/3/2021,"F",,
61661,3/2/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","02585/21-PE","MIC","A","FISCALIZACAO",,"T",8/2/2021,"F",,
61664,3/2/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_011","DOCE DE LEITEº","02586/21-PE","MIC","A","FISCALIZACAO",,"T",23/2/2021,"F",,
